salience_rank,root,freq,n_forms,n_suras,n_ayat,morphology_pctile,sura_concentration_q,signature,typology
1,ءله,2848,6,86,1877,78.5,0.027,1,CENTRAL
2,قول,1722,17,84,1383,97.5,0.027,1,CENTRAL+productive
3,کون,1390,18,86,1176,98.1,0.027,1,CENTRAL+productive
4,ربب,980,8,94,871,84.2,0.027,1,CENTRAL
5,ءمن,879,28,77,723,99.7,0.027,1,CENTRAL+productive
6,علم,854,20,85,728,98.4,0.027,1,CENTRAL+productive
7,قوم,660,45,79,597,100.0,0.027,1,CENTRAL+productive
8,ءتی,549,31,72,486,99.8,0.312,0,CENTRAL+productive
9,کفر,525,20,77,465,98.4,0.042,1,CENTRAL+productive
10,بین,523,16,71,454,96.6,0.184,0,CENTRAL+productive
11,شیء,519,12,73,449,92.8,0.042,1,CENTRAL+productive
12,رسل,513,16,69,429,96.2,0.027,1,CENTRAL+productive
13,یوم,475,6,80,437,79.7,0.027,1,CENTRAL
14,ءرض,461,2,80,440,42.8,0.158,0,CENTRAL
15,ءیی,382,3,59,353,53.0,0.027,1,CENTRAL
16,سمو,381,12,81,352,93.1,0.0648,0,CENTRAL+productive
17,کلل,377,4,74,355,62.9,0.715,0,CENTRAL
18,عذب,373,11,68,336,90.6,0.132,0,CENTRAL+productive
19,عمل,360,13,68,313,94.0,0.027,1,CENTRAL+productive
20,جعل,346,9,66,311,86.4,0.027,1,CENTRAL
21,ءنس,342,10,77,321,89.0,0.027,1,CENTRAL
22,رحم,339,14,62,313,94.7,0.027,1,CENTRAL+productive
23,رءی,328,25,72,297,99.5,0.027,1,CENTRAL+productive
24,کتب,319,14,61,279,94.5,0.027,1,CENTRAL+productive
25,هدی,316,30,62,268,99.8,0.138,0,CENTRAL+productive
26,ظلم,315,17,59,290,97.5,0.661,0,CENTRAL+productive
27,نفس,298,7,63,270,83.0,0.243,0,CENTRAL
28,قبل,294,15,64,282,95.7,0.912,0,CENTRAL+productive
29,نزل,293,18,60,257,97.9,0.27,0,CENTRAL+productive
30,ذکر,292,23,71,264,98.9,0.027,1,CENTRAL+productive
31,حقق,287,7,59,263,82.0,0.119,0,CENTRAL
32,کذب,282,16,68,257,97.1,0.027,1,CENTRAL+productive
33,جیء,278,4,62,262,68.3,0.143,0,CENTRAL
34,عبد,275,16,57,251,97.1,0.027,1,CENTRAL+productive
35,ءخذ,273,23,55,244,98.9,0.198,0,CENTRAL+productive
36,خلق,261,12,75,218,92.5,0.042,1,CENTRAL+productive
37,وقی,258,21,63,237,98.5,0.042,1,CENTRAL+productive
38,ءخر,250,16,64,242,97.0,0.526,0,CENTRAL+productive
39,ءمر,248,13,61,226,93.8,0.1,0,CENTRAL+productive
40,بعد,235,6,57,223,76.5,0.597,0,CENTRAL
41,غفر,234,19,56,202,98.2,0.123,0,CENTRAL+productive
42,ولی,232,26,55,202,99.6,0.0882,0,CENTRAL+productive
43,دعو,212,22,55,182,98.7,0.042,1,CENTRAL+productive
44,حکم,210,14,57,189,94.3,0.173,0,CENTRAL+productive
45,ملک,206,14,63,191,94.8,0.295,0,CENTRAL+productive
46,جنن,201,9,70,196,85.7,0.0526,0,CENTRAL
47,عند,201,3,62,189,57.1,0.923,0,CENTRAL
48,خیر,196,11,55,178,91.2,0.219,0,CENTRAL+productive
49,نور,194,6,62,174,77.4,0.143,0,CENTRAL
50,حسن,194,17,50,177,97.3,0.312,0,CENTRAL+productive
51,ضلل,191,18,56,170,98.1,0.258,0,CENTRAL+productive
52,حیی,189,25,50,166,99.5,0.252,0,CENTRAL+productive
53,سمع,185,16,57,163,96.9,0.424,0,CENTRAL+productive
54,خرج,182,21,56,157,98.6,0.127,0,CENTRAL+productive
55,صلح,180,15,54,170,95.4,0.413,0,CENTRAL+productive
56,سبل,176,5,47,164,75.1,0.174,0,CENTRAL
57,تبع,174,13,52,158,93.7,0.787,0,CENTRAL+productive
58,ءول,172,13,54,160,94.1,0.245,0,CENTRAL+productive
59,قتل,170,18,33,122,97.8,0.0733,0,CENTRAL+productive
60,مثل,169,9,50,148,87.9,0.407,0,CENTRAL
61,شرک,168,15,44,143,96.1,0.0733,0,CENTRAL+productive
62,قلب,168,15,48,155,96.0,0.0882,0,CENTRAL+productive
63,کثر,167,10,51,162,90.1,0.232,0,CENTRAL+productive
64,سوء,166,17,45,150,97.6,0.36,0,CENTRAL+productive
65,موت,165,25,53,143,99.3,0.258,0,CENTRAL+productive
66,بنو,162,10,46,132,88.2,0.249,0,CENTRAL
67,کبر,161,25,57,153,99.4,0.232,0,CENTRAL+productive
68,شهد,160,23,48,123,99.0,0.119,0,CENTRAL+productive
69,بعض,158,3,38,87,60.8,0.18,0,CENTRAL
70,نصر,158,27,46,137,99.6,0.127,0,CENTRAL+productive
71,سلم,157,19,50,142,98.2,0.1,0,CENTRAL+productive
72,صدق,155,25,49,144,99.4,0.536,0,CENTRAL+productive
73,غیر,154,5,46,146,73.9,0.29,0,CENTRAL
74,وحد,153,10,50,148,88.5,0.027,1,CENTRAL
75,وعد,151,16,51,130,96.4,0.202,0,CENTRAL+productive
76,رود,148,13,47,120,93.7,0.494,0,CENTRAL+productive
77,بصر,148,15,62,139,95.3,0.342,0,CENTRAL+productive
78,لقی,146,33,53,135,99.9,0.169,0,CENTRAL+productive
79,دون,144,1,46,142,27.4,0.547,0,CENTRAL
80,ذوی,143,8,55,136,84.2,0.027,1,CENTRAL
81,نعم,140,9,61,128,86.8,0.143,0,CENTRAL
82,وسی,136,1,34,131,3.0,0.042,1,CENTRAL
83,دنو,133,6,46,128,77.1,0.96,0,CENTRAL
84,قدر,132,18,58,121,97.8,0.027,1,CENTRAL+productive
85,نذر,130,11,50,115,90.8,0.027,1,CENTRAL+productive
86,جمع,129,18,45,123,97.7,0.19,0,CENTRAL+productive
87,سءل,129,16,47,118,96.5,0.132,0,CENTRAL+productive
88,طوع,129,24,40,118,99.2,0.0733,0,CENTRAL+productive
89,نظر,129,16,48,115,96.3,0.197,0,CENTRAL+productive
90,عظم,128,7,50,127,82.6,0.311,0,CENTRAL
91,ءهل,127,3,40,120,55.8,0.219,0,CENTRAL
92,خلف,127,31,40,116,99.9,0.739,0,CENTRAL+productive
93,دخل,126,12,45,111,92.4,0.23,0,CENTRAL+productive
94,خوف,124,16,42,112,96.7,0.408,0,CENTRAL+productive
95,بشر,123,18,47,119,97.9,0.372,0,CENTRAL+productive
96,رزق,123,9,44,109,85.9,0.311,0,CENTRAL
97,یدی,121,5,48,111,76.1,0.272,0,CENTRAL
98,عزز,120,10,48,117,89.4,0.227,0,CENTRAL
99,ءمم,119,13,42,108,94.2,0.498,0,CENTRAL+productive
100,جزی,118,15,47,109,95.8,0.251,0,CENTRAL+productive
101,ءبو,117,9,37,104,87.5,0.027,1,CENTRAL
102,نهر,113,7,51,102,82.5,0.312,0,CENTRAL
103,نفق,111,14,31,86,95.0,0.027,1,CENTRAL+productive
104,ءکل,109,10,40,101,90.4,0.28,0,CENTRAL+productive
105,حسب,109,12,40,102,91.9,0.042,1,CENTRAL+productive
106,فعل,108,11,44,102,91.1,0.223,0,CENTRAL+productive
107,ءجر,108,5,39,99,71.1,0.184,0,CENTRAL
108,وجد,107,5,32,99,71.8,0.027,1,CENTRAL
109,عدو,106,22,34,92,98.8,0.184,0,CENTRAL+productive
110,رجع,104,9,42,103,87.7,0.222,0,CENTRAL
111,فضل,104,5,32,92,75.8,0.197,0,CENTRAL
112,صبر,103,15,45,93,95.2,0.184,0,CENTRAL+productive
113,شدد,102,11,48,99,91.4,0.44,0,CENTRAL+productive
114,ولد,102,17,39,80,97.4,0.027,1,CENTRAL+productive
115,ءذن,102,13,38,90,93.3,0.245,0,CENTRAL+productive
116,دین,101,6,40,87,77.0,0.027,1,CENTRAL
117,صلو,99,9,37,90,86.7,0.027,1,CENTRAL
118,صحب,97,6,47,89,77.6,0.027,1,CENTRAL
119,بغی,96,24,41,90,99.1,0.808,0,CENTRAL+productive
120,ءخو,96,11,31,80,90.7,0.0882,0,CENTRAL+productive
121,عقب,96,15,36,90,95.8,0.184,0,CENTRAL+productive
122,قرب,96,17,41,91,97.2,0.53,0,CENTRAL+productive
123,حبب,95,13,35,85,93.9,0.187,0,CENTRAL+productive
124,لیل,92,5,49,81,75.0,0.027,1,CENTRAL
125,سجد,92,15,32,81,95.2,0.222,0,CENTRAL+productive
126,سبح,92,10,49,87,89.1,0.123,0,CENTRAL
127,لیس,89,3,33,85,54.1,0.28,0,CENTRAL
128,قرء,88,11,42,79,90.5,0.027,1,CENTRAL+productive
129,شطن,88,5,36,78,71.5,0.754,0,CENTRAL
130,توب,87,16,25,69,96.2,0.0882,0,CENTRAL+productive
131,خلد,87,10,40,86,89.7,0.402,0,CENTRAL
132,مول,86,5,38,80,73.4,0.027,1,CENTRAL
133,نجو,84,22,31,75,98.8,0.042,1,CENTRAL+productive
134,سوو,83,16,48,80,96.9,0.15,0,CENTRAL+productive
135,حرم,83,12,25,71,92.2,0.408,0,CENTRAL+productive
136,زوج,81,8,43,72,83.7,0.243,0,CENTRAL
137,نبء,80,13,36,75,93.5,0.355,0,CENTRAL+productive
138,نبو,80,7,23,77,81.4,0.027,1,CENTRAL
139,عرض,79,13,35,72,94.1,0.615,0,CENTRAL+productive
140,وجه,78,7,38,71,82.4,0.251,0,CENTRAL
141,وحی,78,8,33,70,83.8,0.198,0,CENTRAL
142,بلغ,77,12,36,73,92.9,0.574,0,CENTRAL+productive
143,جهنم,77,1,39,77,14.7,0.508,0,CENTRAL
144,صوب,77,12,27,56,92.9,0.715,0,CENTRAL+productive
145,قلل,76,7,33,74,81.2,0.579,0,CENTRAL
146,شکر,75,13,35,69,93.5,0.367,0,CENTRAL+productive
147,ءلم,75,4,42,73,62.7,0.847,0,CENTRAL
148,کلم,75,12,32,71,93.2,0.969,0,CENTRAL+productive
149,ضرر,74,17,31,70,97.2,0.941,0,CENTRAL+productive
150,فرعن,74,1,27,67,17.9,0.0526,0,CENTRAL
151,غنی,73,14,44,72,94.4,0.0526,0,CENTRAL+productive
152,بءس,73,7,33,70,81.6,0.969,0,CENTRAL
153,رضو,73,20,32,64,98.3,0.042,1,CENTRAL+productive
154,رجل,73,7,32,66,82.0,0.916,0,CENTRAL
155,بیت,73,7,29,54,83.0,0.0648,0,CENTRAL
156,فرق,72,21,30,66,98.5,0.685,0,CENTRAL+productive
157,سکن,71,18,40,68,98.0,0.349,0,CENTRAL+productive
158,یمن,71,4,34,63,62.5,0.0733,0,CENTRAL
159,عرف,71,12,26,63,92.1,0.361,0,CENTRAL+productive
160,متع,70,11,38,65,91.9,0.972,0,CENTRAL+productive
161,وکل,70,9,29,61,85.8,0.685,0,CENTRAL
162,علو,70,21,41,68,98.6,0.293,0,CENTRAL+productive
163,برهم,69,1,25,63,5.3,0.624,0,CENTRAL
164,ظنن,69,9,32,57,86.4,0.081,0,CENTRAL
165,هلک,68,13,40,63,93.4,0.517,0,CENTRAL+productive
166,حمد,68,8,44,66,83.9,0.184,0,CENTRAL
167,بعث,67,10,33,64,88.8,0.547,0,CENTRAL
168,کسب,67,4,27,60,70.0,0.402,0,CENTRAL
169,وفی,66,24,27,64,99.2,0.918,0,CENTRAL+productive
170,جرم,66,10,36,65,89.3,0.422,0,CENTRAL
171,عین,65,9,37,63,86.3,0.0526,0,ordinary
172,خسر,65,14,35,60,94.6,0.29,0,CENTRAL+productive
173,حمل,64,13,29,50,93.8,0.0526,0,productive
174,جری,64,7,43,64,80.8,0.611,0,ordinary
175,ذوق,63,13,32,61,93.4,0.213,0,productive
176,عود,63,13,39,58,93.9,0.631,0,productive
177,سحر,63,12,27,59,92.7,0.0648,0,productive
178,قضی,63,12,29,59,92.8,0.592,0,productive
179,موه,63,1,41,60,11.1,0.312,0,ordinary
180,تلو,63,15,33,61,95.5,0.439,0,productive
181,زید,62,16,32,60,96.5,0.191,0,productive
182,مسس,61,7,29,57,80.4,0.727,0,ordinary
183,فتن,60,8,32,58,83.2,0.653,0,ordinary
184,فری,60,15,24,54,95.6,0.44,0,productive
185,غیب,60,6,35,59,78.9,0.423,0,ordinary
186,زکو,59,12,29,56,92.6,0.196,0,productive
187,ظهر,59,16,30,57,96.6,0.174,0,productive
188,نسو,59,4,16,53,70.5,0.184,0,ordinary
189,ردد,59,17,30,57,97.6,0.8,0,productive
190,ضرب,58,6,28,54,78.3,0.548,0,ordinary
191,روح,57,8,40,52,84.7,0.486,0,ordinary
192,عدد,57,13,26,50,94.2,0.1,0,productive
193,قری,57,4,26,54,65.4,0.624,0,ordinary
194,نهی,56,24,26,54,99.1,0.242,0,productive
195,ذهب,56,10,30,56,88.9,0.539,0,ordinary
196,ءجل,56,4,29,48,63.4,0.522,0,ordinary
197,دور,55,7,27,53,82.1,0.592,0,ordinary
198,فسق,54,9,23,54,86.8,0.377,0,ordinary
199,ندو,52,12,26,49,92.3,0.232,0,productive
200,ضعف,52,16,21,45,96.8,0.619,0,productive
201,تحت,51,1,30,50,8.9,0.6,0,ordinary
202,حلل,51,15,21,43,96.1,0.377,0,productive
203,خبر,51,5,31,51,74.5,0.254,0,ordinary
204,فسد,50,10,23,47,90.2,0.861,0,productive
205,وری,50,9,29,47,85.7,0.31,0,ordinary
206,طیب,50,9,23,46,87.1,0.827,0,ordinary
207,نفع,50,6,31,49,77.8,0.661,0,ordinary
208,سوع,49,2,27,44,50.8,0.361,0,ordinary
209,عقل,49,4,30,49,66.7,0.983,0,ordinary
210,ءثم,48,10,21,42,89.9,0.532,0,ordinary
211,قدم,48,10,37,48,88.8,0.567,0,ordinary
212,خشی,48,10,24,40,89.5,0.223,0,ordinary
213,طعم,48,10,26,41,89.2,0.042,1,ordinary
214,عجل,47,11,25,44,90.9,0.447,0,productive
215,کرم,47,12,29,46,93.2,0.0526,0,productive
216,صدر,46,4,31,43,64.6,0.115,0,ordinary
217,عهد,46,4,17,36,67.5,0.686,0,ordinary
218,زین,46,5,28,43,72.7,0.825,0,ordinary
219,وذر,45,4,29,43,66.4,0.184,0,ordinary
220,صبح,45,10,25,43,90.2,0.191,0,productive
221,نسی,45,12,20,37,92.2,0.372,0,productive
222,صرط,45,2,25,45,39.0,0.081,0,ordinary
223,بدل,44,14,25,40,95.1,0.671,0,productive
224,یسر,44,11,27,40,91.8,0.027,1,productive
225,حفظ,44,17,23,42,97.4,0.245,0,productive
226,سرر,44,14,33,43,94.4,0.191,0,productive
227,دبر,44,10,31,44,89.5,0.365,0,ordinary
228,ترک,43,8,20,37,83.2,0.333,0,ordinary
229,نوح,43,2,28,43,38.9,0.331,0,ordinary
230,جوب,43,15,23,41,95.9,0.477,0,productive
231,فصل,43,12,24,42,93.0,0.243,0,productive
232,فوق,43,3,27,41,54.0,0.923,0,ordinary
233,حشر,43,8,28,43,85.1,0.671,0,ordinary
234,مکر,43,5,14,23,73.5,0.223,0,ordinary
235,قوی,42,6,25,39,79.1,0.444,0,ordinary
236,حزن,42,4,25,42,65.4,1,0,ordinary
237,صدد,42,6,23,41,77.5,0.473,0,ordinary
238,سخر,42,9,21,35,87.4,0.424,0,ordinary
239,بحر,42,6,25,40,78.4,0.411,0,ordinary
240,جهد,41,8,19,36,85.3,0.404,0,ordinary
241,لعن,41,10,18,36,89.4,0.847,0,ordinary
242,کره,41,9,21,35,86.5,0.447,0,ordinary
243,طوف,41,10,22,35,88.4,0.45,0,ordinary
244,جبل,41,4,33,39,67.5,0.187,0,ordinary
245,شعر,40,9,23,40,87.9,0.826,0,ordinary
246,قرن,40,11,22,38,90.8,0.392,0,productive
247,ملء,40,7,18,40,80.5,0.447,0,ordinary
248,ویل,40,4,25,38,68.2,0.027,1,ordinary
249,فلح,40,6,24,40,79.8,0.543,0,ordinary
250,ذنب,39,3,26,37,59.2,0.393,0,ordinary
251,سلط,39,4,27,39,67.0,0.77,0,ordinary
252,طغی,39,14,27,39,94.9,0.219,0,productive
253,شرب,39,11,22,34,91.5,0.196,0,productive
254,قرر,38,12,22,37,92.0,0.427,0,productive
255,فتح,38,12,25,33,92.4,0.236,0,productive
256,ذرر,38,3,21,36,60.3,0.115,0,ordinary
257,هوی,38,9,22,37,87.8,0.184,0,ordinary
258,مرء,38,8,22,37,83.6,0.107,0,ordinary
259,سبق,37,11,24,35,91.6,0.352,0,productive
260,بلو,37,16,24,34,96.8,0.313,0,productive
261,نکر,37,10,26,37,90.3,0.792,0,productive
262,حدث,36,8,28,36,83.7,0.169,0,ordinary
263,ءوی,36,11,23,36,91.1,0.252,0,productive
264,ریب,36,8,26,35,84.9,0.818,0,ordinary
265,بطل,36,6,24,34,77.1,0.96,0,ordinary
266,قطع,36,9,23,36,85.8,0.815,0,ordinary
267,ورث,35,14,20,34,94.7,0.569,0,productive
268,کید,35,6,16,29,79.9,0.027,1,ordinary
269,مرر,35,9,22,32,86.2,0.55,0,ordinary
270,غفل,35,8,21,35,84.8,1,0,ordinary
271,حین,35,1,23,33,21.2,0.611,0,ordinary
272,عفو,35,11,11,31,91.7,0.631,0,productive
273,هزء,34,9,21,32,87.7,0.715,0,ordinary
274,وثق,34,8,13,29,84.4,0.482,0,ordinary
275,جنح,34,5,14,32,75.2,0.698,0,ordinary
276,خفی,34,15,21,31,95.5,0.583,0,productive
277,ریم,34,1,12,31,1.8,0.364,0,ordinary
278,ءلی,34,1,3,34,34.0,0.027,1,ordinary
279,ظلل,33,10,20,31,89.8,0.223,0,ordinary
280,شمس,33,2,28,32,39.4,0.438,0,ordinary
281,قسم,33,11,24,31,91.8,0.184,0,productive
282,عرش,33,4,25,32,67.1,0.528,0,ordinary
283,کفی,33,5,15,32,76.0,0.482,0,ordinary
284,حجج,33,8,10,26,84.0,0.602,0,ordinary
285,جنب,33,10,21,31,88.2,0.447,0,ordinary
286,عمی,33,10,22,30,88.9,0.822,0,ordinary
287,برک,32,7,22,32,82.1,0.709,0,ordinary
288,عصی,32,10,23,32,88.7,0.601,0,ordinary
289,ثلث,32,10,20,28,88.5,0.604,0,ordinary
290,ءسف,32,4,7,30,63.8,0.027,1,ordinary
291,وصی,32,11,13,21,91.0,0.027,1,productive
292,نصب,32,7,19,29,81.2,0.1,0,ordinary
293,برر,32,5,18,30,71.1,0.333,0,ordinary
294,مدد,32,16,24,29,96.4,0.252,0,productive
295,وسع,32,7,15,29,81.3,0.752,0,ordinary
296,خلص,31,9,17,30,86.5,0.331,0,ordinary
297,بدو,31,11,16,29,91.7,0.921,0,productive
298,لبث,31,4,17,27,69.7,0.475,0,ordinary
299,طهر,31,13,18,26,93.6,0.601,0,productive
300,شفع,31,6,19,26,77.0,0.648,0,ordinary
301,هجر,31,11,17,27,91.4,0.388,0,productive
302,قعد,31,14,15,26,94.5,0.427,0,productive
303,حیث,31,2,14,29,46.1,0.661,0,ordinary
304,شرر,31,4,22,30,69.0,0.027,1,ordinary
305,غلب,31,9,18,28,87.2,0.416,0,ordinary
306,ءفک,30,10,21,29,90.0,0.462,0,productive
307,قصص,30,9,14,25,87.5,0.938,0,ordinary
308,سعی,30,7,20,28,81.1,0.174,0,ordinary
309,عسی,30,2,16,28,45.6,0.543,0,ordinary
310,صرف,30,11,17,29,91.3,0.829,0,productive
311,ءنث,30,3,17,26,55.0,0.328,0,ordinary
312,هود,30,6,12,29,76.8,0.671,0,ordinary
313,ثنی,29,12,18,24,92.1,0.983,0,productive
314,جدل,29,6,16,27,79.3,0.624,0,ordinary
315,رفع,29,9,21,29,85.5,0.107,0,ordinary
316,صیر,29,3,22,29,57.8,0.549,0,ordinary
317,فوز,29,7,21,27,82.7,0.574,0,ordinary
318,غشو,29,15,23,26,95.9,0.143,0,productive
319,برء,29,15,19,26,95.1,0.942,0,productive
320,دری,29,7,21,28,82.4,0.027,1,ordinary
321,ثوب,29,9,16,24,86.2,0.549,0,ordinary
322,جند,29,4,18,27,67.8,0.45,0,ordinary
323,ودد,29,7,18,28,81.9,0.234,0,ordinary
324,طیر,29,8,19,24,85.0,0.219,0,ordinary
325,سبع,28,5,16,24,75.1,0.279,0,ordinary
326,ثقل,28,12,19,26,92.7,0.027,1,productive
327,حوط,28,10,18,27,89.7,0.652,0,ordinary
328,شقق,28,14,21,25,94.9,0.344,0,productive
329,ءبد,28,1,15,28,1.7,0.427,0,ordinary
330,یقن,28,9,19,28,86.7,0.027,1,ordinary
331,عدل,28,6,11,24,78.0,0.583,0,ordinary
332,نشء,28,9,14,25,86.0,0.0526,0,ordinary
333,خلو,28,5,18,28,73.2,0.575,0,ordinary
334,ءین,27,2,20,27,47.6,0.735,0,ordinary
335,عمر,27,11,16,22,91.5,0.577,0,productive
336,عجب,27,7,17,24,80.2,0.574,0,ordinary
337,سیر,27,9,21,25,87.8,0.492,0,ordinary
338,مدن,27,3,15,27,59.1,0.536,0,ordinary
339,لوط,27,2,14,27,40.6,0.325,0,ordinary
340,منن,27,10,20,25,89.9,0.184,0,ordinary
341,بوب,27,5,17,24,71.5,0.526,0,ordinary
342,عشر,27,10,19,26,89.6,0.75,0,ordinary
343,قمر,27,2,23,26,41.9,0.232,0,ordinary
344,شجر,27,2,19,26,52.2,0.596,0,ordinary
345,وزر,27,8,11,14,85.2,0.123,0,ordinary
346,غرر,27,6,14,21,79.2,0.184,0,ordinary
347,مسک,27,9,17,24,87.2,0.412,0,ordinary
348,عجز,26,10,21,25,89.8,0.589,0,ordinary
349,وضع,26,7,18,24,80.3,0.187,0,ordinary
350,ثمد,26,1,21,25,10.6,0.26,0,ordinary
351,هون,26,10,19,26,88.6,0.596,0,ordinary
352,جحم,26,2,18,26,38.3,0.027,1,signature
353,نبت,26,5,21,23,73.1,0.424,0,ordinary
354,رجو,26,9,19,25,86.9,0.634,0,ordinary
355,خزی,26,8,15,24,85.2,0.792,0,ordinary
356,بسط,25,8,15,23,84.1,0.631,0,ordinary
357,حول,25,8,19,25,85.0,1,0,ordinary
358,ءدم,25,1,9,25,35.0,0.601,0,ordinary
359,لسن,25,3,18,24,56.6,0.441,0,ordinary
360,بطن,25,6,18,25,76.5,0.693,0,ordinary
361,قسط,25,5,15,22,70.8,0.418,0,ordinary
362,حضر,25,11,16,25,90.7,0.515,0,productive
363,وهب,25,5,12,22,72.5,0.245,0,ordinary
364,سقی,25,15,19,24,95.4,0.232,0,productive
365,حدد,25,7,12,20,81.7,0.317,0,ordinary
366,صلی,25,14,21,25,94.8,0.042,1,productive+signature
367,فلک,25,1,20,25,18.3,0.765,0,ordinary
368,عیس,25,1,11,25,21.6,0.569,0,ordinary
369,وعظ,25,9,14,24,87.4,0.956,0,ordinary
370,شری,25,10,8,23,88.7,0.847,0,ordinary
371,رقب,24,9,14,20,85.5,0.377,0,ordinary
372,فحش,24,3,15,23,55.6,0.915,0,ordinary
373,فجر,24,10,16,21,88.1,0.042,1,signature
374,جهل,24,8,17,24,85.4,1,0,ordinary
375,کود,24,6,19,24,76.2,0.76,0,ordinary
376,مرض,24,5,13,23,73.4,0.668,0,ordinary
377,غضب,24,4,15,21,70.1,0.346,0,ordinary
378,وقع,24,9,16,22,85.4,0.169,0,ordinary
379,ذلل,24,12,17,23,93.1,0.447,0,productive
380,ثمر,24,4,12,22,66.1,0.847,0,ordinary
381,ءذی,24,9,10,22,87.1,0.427,0,ordinary
382,غرق,23,8,18,23,85.1,0.721,0,ordinary
383,یتم,23,4,12,22,63.6,0.027,1,signature
384,مشی,23,8,14,20,84.7,0.304,0,ordinary
385,لبس,23,6,13,20,79.1,0.71,0,ordinary
386,سرف,23,8,17,21,83.3,0.886,0,ordinary
387,سرع,23,6,14,23,79.5,0.789,0,ordinary
388,وزن,23,6,14,21,77.9,0.027,1,signature
389,طلق,23,5,10,21,73.7,0.304,0,ordinary
390,نکح,23,8,6,19,84.1,0.477,0,ordinary
391,ترب,22,6,18,22,78.8,0.206,0,ordinary
392,تمم,22,6,12,20,78.7,0.923,0,ordinary
393,لدی,22,1,12,21,14.4,0.0882,0,ordinary
394,ءلف,22,8,12,19,84.5,0.027,1,signature
395,فرح,22,5,13,21,73.8,0.683,0,ordinary
396,غوی,22,8,11,18,83.1,0.427,0,ordinary
397,ربع,22,6,11,21,80.0,0.643,0,ordinary
398,عرب,22,4,15,22,67.2,0.547,0,ordinary
399,بنی,22,9,16,18,85.6,0.352,0,ordinary
400,خطء,22,8,13,20,83.4,0.411,0,ordinary
401,حذر,21,7,12,19,81.8,0.883,0,ordinary
402,شهر,21,5,9,17,71.3,0.28,0,ordinary
403,سنن,21,4,11,15,65.8,0.331,0,ordinary
404,نشر,21,15,18,20,95.6,0.222,0,productive
405,بقی,21,10,16,21,90.4,0.393,0,productive
406,کتم,21,4,7,20,68.8,0.83,0,ordinary
407,منی,21,10,10,18,89.1,0.197,0,ordinary
408,حلم,21,4,16,20,62.3,0.926,0,ordinary
409,ءثر,21,8,16,21,84.6,0.377,0,ordinary
410,فتی,21,12,7,19,92.5,0.399,0,productive
411,حمم,21,3,15,20,55.4,0.15,0,ordinary
412,حجر,21,6,14,18,77.7,0.184,0,ordinary
413,ءوب,21,7,11,21,80.9,0.042,1,signature
414,مری,20,8,16,19,84.8,0.583,0,ordinary
415,ربو,20,10,12,15,88.3,0.685,0,ordinary
416,نخل,20,4,16,20,69.4,0.471,0,ordinary
417,درج,20,3,16,20,59.8,0.978,0,ordinary
418,نفخ,20,6,17,18,77.4,0.406,0,ordinary
419,NA,20,1,19,20,35.3,0.742,0,ordinary
420,فطر,20,7,17,19,80.2,0.424,0,ordinary
421,هرن,20,1,13,20,6.1,0.685,0,ordinary
422,فقه,20,4,12,20,64.1,0.413,0,ordinary
423,حزب,20,3,13,17,56.8,0.312,0,ordinary
424,صنع,20,8,14,19,84.0,0.751,0,ordinary
425,کشف,20,7,14,20,80.0,0.511,0,ordinary
426,نزع,20,9,16,20,86.1,0.704,0,ordinary
427,سنو,20,3,17,20,58.6,0.847,0,ordinary
428,لعب,20,5,13,20,75.3,0.49,0,ordinary
429,بلد,19,4,15,19,64.4,0.0733,0,ordinary
430,رشد,19,7,9,19,81.4,0.166,0,ordinary
431,سحق,19,3,14,18,56.8,0.891,0,ordinary
432,طلع,19,9,13,18,86.1,0.0958,0,ordinary
433,فکه,19,6,12,19,76.6,0.107,0,ordinary
434,ثمن,19,6,13,19,79.0,0.743,0,ordinary
435,صور,19,5,17,17,72.1,0.311,0,ordinary
436,غرب,19,11,13,17,90.5,0.671,0,productive
437,سعر,19,3,15,19,53.1,0.191,0,ordinary
438,صفو,18,9,12,17,88.0,0.969,0,ordinary
439,فکر,18,3,13,18,53.6,0.732,0,ordinary
440,رءس,18,2,15,17,48.4,0.743,0,ordinary
441,نوب,18,7,11,18,82.3,0.372,0,ordinary
442,فرض,18,5,7,14,73.8,0.77,0,ordinary
443,ثبت,18,7,11,17,81.5,0.536,0,ordinary
444,حصن,18,7,7,12,80.1,0.436,0,ordinary
445,لدن,18,1,10,17,14.5,0.748,0,ordinary
446,خصم,18,11,12,17,91.2,0.392,0,productive
447,نفر,18,9,10,16,88.1,0.47,0,ordinary
448,مکن,18,5,12,16,73.6,0.451,0,ordinary
449,دبب,18,2,14,18,40.3,0.759,0,ordinary
450,ملل,18,3,11,16,61.4,1,0,ordinary
451,خفف,17,9,13,17,85.9,0.414,0,ordinary
452,زعم,17,4,10,16,64.3,0.532,0,ordinary
453,خشع,17,9,16,16,87.0,0.408,0,ordinary
454,سوق,17,10,13,16,88.4,0.152,0,ordinary
455,نقم,17,7,12,16,82.5,0.41,0,ordinary
456,شرق,17,7,13,17,82.8,0.644,0,ordinary
457,سور,17,5,13,16,71.0,0.628,0,ordinary
458,منع,17,8,16,17,83.5,0.198,0,ordinary
459,بوء,17,8,12,16,84.4,0.971,0,ordinary
460,عوذ,17,6,14,17,77.2,0.0526,0,ordinary
461,ربص,17,6,7,12,76.9,0.305,0,ordinary
